Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
P39677	Ribosome-releasing factor 2, mitochondrial (RRF2mt) (Elongation factor G 2, mitochondrial) (EF-G2mt) (mEF-G 2)	MEF2 YJL102W D819 J0826	MEF2	853342;		819	91,283	reviewed
P38766	ATP-dependent DNA helicase RRM3 (EC 3.6.4.12) (Regulation of Ty1 transposition protein 104) (rDNA recombination mutation protein 3)	RRM3 RTT104 YHR031C	RRM3	856426;		723	81,581	reviewed
P40992	RNA polymerase I-specific transcription initiation factor RRN7	RRN7 YJL025W J1273	RRN7	853428;		514	60,357	reviewed
Q12754	Ribosomal RNA-processing protein 12	RRP12 YPL012W	RRP12	856095;		1228	137,509	reviewed
P46948	Exosome complex component SKI6 (Extracellular mutant protein 20) (Ribosomal RNA-processing protein 41) (Superkiller protein 6)	SKI6 ECM20 RRP41 YGR195W G7587	SKI6	853109;		246	27,561	reviewed
Q08162	Exosome complex exonuclease DIS3 (EC 3.1.13.-) (EC 3.1.26.-) (Chromosome disjunction protein 3) (Ribosomal RNA-processing protein 44)	DIS3 RRP44 YOL021C O2197	DIS3	854138;		1001	113,707	reviewed
P05756	40S ribosomal protein S13 (S27a) (YS15)	RPS13 RPS13C YDR064W D4252 YD9609.18	RPS13	851636;		151	17,029	reviewed
P0CX51	40S ribosomal protein S16-A (RP61R)	RPS16A RP61R YMR143W YM9375.12	RPS16A	851476;855174;		143	15,847	reviewed
P43588	Ubiquitin carboxyl-terminal hydrolase RPN11 (EC 3.4.19.12) (26S proteasome regulatory subunit RPN11) (Protein MPR1)	RPN11 MPR1 YFR004W	RPN11	850554;		306	34,398	reviewed
P40016	26S proteasome regulatory subunit RPN3	RPN3 SUN2 YER021W	RPN3	856742;		523	60,393	reviewed
Q12481	rRNA biogenesis protein RRP36 (Ribosomal RNA-processing protein 36)	RRP36 YOR287C	RRP36	854461;		300	36,125	reviewed
Q12277	Exosome complex component RRP42 (Ribosomal RNA-processing protein 42)	RRP42 YDL111C	RRP42	851447;		265	29,055	reviewed
P53256	Exosome complex component RRP46 (Ribosomal RNA-processing protein 46)	RRP46 YGR095C	RRP46	852987;		223	24,407	reviewed
P25359	Exosome complex component RRP43 (Ribosomal RNA-processing protein 43)	RRP43 YCR035C YCR35C YCR522	RRP43	850401;		394	44,011	reviewed
P38792	Exosome complex component RRP4 (Ribosomal RNA-processing protein 4)	RRP4 YHR069C	RRP4	856466;		359	39,427	reviewed
P25368	Ribosomal RNA-processing protein 7	RRP7 YCL031C YCL184 YCL31C	RRP7	850326;		297	34,470	reviewed
P38961	25S rRNA (adenine(645)-N(1))-methyltransferase (EC 2.1.1.287) (Ribosomal RNA-processing protein 8)	RRP8 YDR083W D4461	RRP8	851656;		392	45,985	reviewed
P02407	40S ribosomal protein S17-A (RP51A)	RPS17A RP51A YML024W	RPS17A	854984;		136	15,788	reviewed
P07281	40S ribosomal protein S19-B (RP55B) (S16a) (YS16B)	RPS19B RP55B RPS16AB YNL302C N0422	RPS19B	855414;		144	15,891	reviewed
P0C0W1	40S ribosomal protein S22-A (RP50) (S24) (YP58) (YS22)	RPS22A RPS24 RPS24A YJL190C J0355	RPS22A	853249;		130	14,626	reviewed
P0CX29	40S ribosomal protein S23-A (RP37) (S28) (YS14)	RPS23A RPS28A YGR118W G6178	RPS23A	853015;856250;		145	16,038	reviewed
Q12167	Required for respiratory growth protein 1, mitochondrial	RRG1 YDR065W D4258	RRG1	851637;		365	42,829	reviewed
P32786	RNA polymerase I-specific transcription initiation factor RRN6	RRN6 YBL014C YBL0311 YBL0312	RRN6	852269;		894	102,049	reviewed
P35178	Ribosomal RNA-processing protein 1	RRP1 YDR087C D4478	RRP1	851660;		278	33,203	reviewed
Q05022	rRNA biogenesis protein RRP5 (Ribosomal RNA-processing protein 5) (U3 small nucleolar RNA-associated protein RRP5) (U3 snoRNA-associated protein RRP5)	RRP5 FMI1 YMR229C YM9959.11C	RRP5	855269;		1729	193,134	reviewed
P40042	Regulator of rDNA transcription protein 13	RRT13 YER066W	RRT13	856796;		185	20,686	reviewed
P25381	Subtilase-type proteinase RRT12 (EC 3.4.21.-) (Outer spore wall protein 3) (Regulator of rDNA transcription protein 12)	RRT12 OSW3 YCR045C YCR45C	RRT12	850412;		491	55,068	reviewed
P38192	Putative regulator of rDNA transcription protein 1	RRT1 YBL048W YBL0519	RRT1			103	12,447	reviewed
P53117	Regulator of rDNA transcription protein 6	RRT6 YGL146C	RRT6	852731;		311	34,706	reviewed
P0CX47	40S ribosomal protein S11-A (RP41) (S18) (YS12)	RPS11A RPS18A YDR025W YD9813.03	RPS11A	851589;852337;		156	17,749	reviewed
P48589	40S ribosomal protein S12	RPS12 YOR369C	RPS12	854551;		143	15,472	reviewed
P39516	40S ribosomal protein S14-B (RP59B)	RPS14B CRY2 YJL191W J0354	RPS14B	853248;		138	14,650	reviewed
P0CX52	40S ribosomal protein S16-B (RP61R)	RPS16B YDL083C	RPS16B	851476;855174;		143	15,847	reviewed
P0CX56	40S ribosomal protein S18-B	RPS18B YML026C	RPS18B	852061;854982;		146	17,038	reviewed
P0C0T4	40S ribosomal protein S25-B (RP45) (S31) (YS23)	RPS25B RPS31 RPS31B YLR333C L8300.10	RPS25B	851045;		108	12,009	reviewed
P41058	40S ribosomal protein S29-B (S36) (YS29)	RPS29B RPS36B YS29B YDL061C	RPS29B	851498;		56	6,728	reviewed
P38712	ATP-dependent rRNA helicase RRP3 (EC 3.6.4.13) (Ribosomal RNA-processing protein 3)	RRP3 YHR065C	RRP3	856462;		501	55,969	reviewed
P06367	40S ribosomal protein S14-A (RP59A)	RPS14A CRY1 RPL59 YCR031C YCR31C	RPS14A	850397;		137	14,537	reviewed
P07280	40S ribosomal protein S19-A (RP55A) (S16a) (YP45) (YS16A)	RPS19A RP55A RPS16AA YOL121C	RPS19A	854028;		144	15,917	reviewed
Q3E7Y3	40S ribosomal protein S22-B (RP50) (S24) (YP58) (YS22)	RPS22B RPS24B YLR367W L8039.6	RPS22B	851082;		130	14,626	reviewed
P0CX30	40S ribosomal protein S23-B (RP37) (S28) (YS14)	RPS23B RPS28B YPR132W P9659.9	RPS23B	853015;856250;		145	16,038	reviewed
Q3E792	40S ribosomal protein S25-A (RP45) (S31) (YS23)	RPS25A RPS31A YGR027C	RPS25A	852911;		108	12,039	reviewed
P39938	40S ribosomal protein S26-A	RPS26A RPS26 YGL189C G1355	RPS26A	852686;		119	13,505	reviewed
P05759	Ubiquitin-40S ribosomal protein S31 [Cleaved into: Ubiquitin; 40S ribosomal protein S31 (CEP76) (S37) (YS24)]	RPS31 RPS37 UBI3 YLR167W L9470.14	RPS31	850864;		152	17,216	reviewed
P0CX33	40S ribosomal protein S30-A	RPS30A YLR287C-A L8003.23 YLR287BC	RPS30A	850994;854354;		63	7,118	reviewed
P0CX35	40S ribosomal protein S4-A (RP5) (S7) (YS6)	RPS4A RPS7B YJR145C J2186	RPS4A	853610;856610;		261	29,410	reviewed
P0CX38	40S ribosomal protein S6-B (RP9) (S10) (YS4)	RPS6B RPS102 RPS10A YBR181C YBR1244	RPS6B	852479;856015;		236	26,996	reviewed
Q08774	Required for respiratory growth protein 7, mitochondrial	RRG7 YOR305W	RRG7	854482;		242	27,967	reviewed
P36070	RNA polymerase I-specific transcription initiation factor RRN3	RRN3 YKL125W	RRN3	853734;		627	72,388	reviewed
Q04031	Ribosomal RNA-processing protein 17	RRP17 YDR412W	RRP17	852021;		235	27,974	reviewed
Q12149	Exosome complex exonuclease RRP6 (EC 3.1.13.-) (Ribosomal RNA-processing protein 6)	RRP6 UNC733 YOR001W	RRP6	854162;		733	84,039	reviewed
Q08219	Outer spore wall protein RRT8 (Regulator of rDNA transcription protein 8)	RRT8 YOL048C	RRT8	854109;		342	39,600	reviewed
P0CX48	40S ribosomal protein S11-B (RP41) (S18) (YS12)	RPS11B RPS18B YBR048W YBR0501	RPS11B	851589;852337;		156	17,749	reviewed
P0C0V8	40S ribosomal protein S21-A (S26) (YS25)	RPS21A RPS25 RPS25A RPS26A YKR057W	RPS21A	853931;		87	9,746	reviewed
P33442	40S ribosomal protein S1-A (RP10A)	RPS1A PLC1 RPS10A YLR441C L9753.9	RPS1A	851162;		255	28,743	reviewed
P05750	40S ribosomal protein S3 (RP13) (YS3)	RPS3 SUF14 YNL178W N1653	RPS3	855543;		240	26,503	reviewed
Q01855	40S ribosomal protein S15 (RIG protein) (RP52) (S21) (YS21)	RPS15 RPS21 YOL040C	RPS15	854117;		142	16,002	reviewed
P38701	40S ribosomal protein S20	RPS20 URP2 YHL015W	RPS20	856371;		121	13,907	reviewed
P0CX31	40S ribosomal protein S24-A (RP50)	RPS24A RPS24EA YER074W	RPS24A	854741;856805;		135	15,329	reviewed
P0CX34	40S ribosomal protein S30-B	RPS30B YOR182C	RPS30B	850994;854354;		63	7,118	reviewed
Q05942	Ribosome assembly protein 3	RSA3 YLR221C	RSA3	850918;		220	24,656	reviewed
Q08417	Sphingoid long-chain base transporter RSB1	RSB1 YOR049C O2787	RSB1	854214;		382	43,187	reviewed
P53236	Chromatin structure-remodeling complex subunit RSC1 (RSC complex subunit RSC1) (Remodel the structure of chromatin complex subunit 1)	RSC1 YGR056W	RSC1	852947;		928	106,669	reviewed
Q02206	Chromatin structure-remodeling complex subunit RSC4 (RSC complex subunit RSC4) (Remodel the structure of chromatin complex subunit 4)	RSC4 YKR008W YK107	RSC4	853877;		625	72,291	reviewed
P14127	40S ribosomal protein S17-B (RP51B)	RPS17B RP51B YDR447C	RPS17B	852058;		136	15,803	reviewed
P0CX55	40S ribosomal protein S18-A	RPS18A YDR450W D9461.35	RPS18A	852061;854982;		146	17,038	reviewed
P0CX32	40S ribosomal protein S24-B (RP50)	RPS24B RPS24EB YIL069C	RPS24B	854741;856805;		135	15,329	reviewed
P35997	40S ribosomal protein S27-A (RP61) (YS20)	RPS27A YKL156W	RPS27A	853700;		82	8,879	reviewed
P23248	40S ribosomal protein S1-B (RP10B)	RPS1B PLC2 RPS10B YML063W	RPS1B	854939;		255	28,812	reviewed
P26783	40S ribosomal protein S5 (RP14) (S2) (YS8)	RPS5 RPS2 YJR123W J2045	RPS5	853587;		225	25,039	reviewed
P0CX40	40S ribosomal protein S8-B (RP19) (S14) (YS9)	RPS8B RPS14B YER102W	RPS8B	852206;856839;		200	22,490	reviewed
P05755	40S ribosomal protein S9-B (RP21) (S13) (YP28) (YS11)	RPS9B RPS13B SUP46 YBR189W YBR1317	RPS9B	852487;		195	22,299	reviewed
Q08932	Ribosome assembly 1 protein	RSA1 YPL193W	RSA1	855908;		381	43,998	reviewed
Q06488	Chromatin structure-remodeling complex subunit RSC2 (RSC complex subunit RSC2) (Remodel the structure of chromatin complex subunit 2)	RSC2 YLR357W L9638.1	RSC2	851071;		889	102,300	reviewed
Q07979	Chromatin structure-remodeling complex protein RSC58 (Remodel the structure of chromatin complex subunit 58)	RSC58 YLR033W	RSC58	850720;		502	57,794	reviewed
P40033	37S ribosomal protein RSM18, mitochondrial	RSM18 YER050C	RSM18	856776;		138	15,835	reviewed
Q03516	Uncharacterized protein RSN1 (Rescuer of SRO7 at high Nacl protein 1)	RSN1 YMR266W YM8156.08	RSN1	855308;		953	107,673	reviewed
P38711	40S ribosomal protein S27-B (RP61) (YS20)	RPS27B YHR021C	RPS27B	856415;		82	8,865	reviewed
Q3E7X9	40S ribosomal protein S28-A (S33) (YS27)	RPS28A RPS33 RPS33A YOR167C O3600	RPS28A	854338;		67	7,592	reviewed
P41057	40S ribosomal protein S29-A (S36) (YS29)	RPS29A RPS36A YS29A YLR388W L8084.11	RPS29A	851104;		56	6,661	reviewed
P48164	40S ribosomal protein S7-B	RPS7B YNL096C N2212	RPS7B	855628;		190	21,634	reviewed
P47150	37S ribosomal protein S7, mitochondrial	RSM7 YJR113C J2020	RSM7	853578;		247	27,816	reviewed
P38120	37S ribosomal protein S9, mitochondrial	MRPS9 YBR146W YBR1123	MRPS9	852443;		278	31,925	reviewed
Q07794	Histone acetyltransferase RTT109 (EC 2.3.1.48) (Regulator of Ty1 transposition protein 109)	RTT109 KIM2 REM50 YLL002W L1377	RTT109	850658;		436	50,096	reviewed
P53305	Mitochondrial 37S ribosomal protein S27	RSM27 YGR215W	RSM27	853129;		110	12,393	reviewed
O14464	54S ribosomal protein RTC6, mitochondrial (Restriction of telomere capping protein 6) (Translation associated element 4)	RTC6 TAE4 YPL183W-A YPL183BW	RTC6	855918;		93	10,698	reviewed
Q12443	Reticulon-like protein 2	RTN2 YDL204W D1062	RTN2	851323;		393	44,359	reviewed
Q3E754	40S ribosomal protein S21-B (S26) (YS25)	RPS21B RPS25B RPS26B YJL136C J0664	RPS21B	853305;		87	9,760	reviewed
P25443	40S ribosomal protein S2 (Omnipotent suppressor protein SUP44) (RP12) (S4) (YS5)	RPS2 RPS4 SUP38 SUP44 YGL123W G2893	RPS2	852754;		254	27,450	reviewed
P26786	40S ribosomal protein S7-A (RP30) (RP40)	RPS7A RPS30 YOR096W YOR3177W	RPS7A	854263;		190	21,622	reviewed
P39940	E3 ubiquitin-protein ligase RSP5 (EC 6.3.2.-) (Reverses SPT-phenotype protein 5)	RSP5 MDP1 NPI1 YER125W SYGP-ORF41	RSP5	856862;		809	91,816	reviewed
P32905	40S ribosomal protein S0-A (Nucleic acid-binding protein NAB1A)	RPS0A NAB1 NAB1A YST1 YGR214W	RPS0A	853128;		252	28,024	reviewed
P10662	37S ribosomal protein MRP1, mitochondrial	MRP1 YDR347W D9651.1	MRP1	851948;		321	36,729	reviewed
P32902	37S ribosomal protein MRP4, mitochondrial	MRP4 MRP4A YHL004W	MRP4	856384;		394	44,152	reviewed
P53330	Regulator of Ty1 transposition protein 102	RTT102 YGR275W G9378	RTT102	853192;		157	17,795	reviewed
P38850	Regulator of Ty1 transposition protein 107 (Establishes silent chromatin protein 4)	RTT107 ESC4 YHR154W	RTT107	856559;		1070	123,017	reviewed
P12686	37S ribosomal protein MRP13, mitochondrial (YmS-A)	MRP13 YGR084C	MRP13	852975;		339	38,988	reviewed
P53047	Protein RTA1	RTA1 YGR213C	RTA1	853127;		317	35,486	reviewed
Q08281	Restriction of telomere capping protein 1 (SEH-associated protein 2)	RTC1 SEA2 YOL138C	RTC1	853982;		1341	149,344	reviewed
P40962	Zinc finger protein RTS2	RTS2 YOR077W YOR29-28	RTS2	854244;		232	27,054	reviewed
P32605	U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)	MUD1 YBR119W YBR0915	MUD1	852416;		298	34,378	reviewed
P39939	40S ribosomal protein S26-B	RPS26B YER131W	RPS26B	856868;		119	13,447	reviewed
P0C0X0	40S ribosomal protein S28-B (S33) (YS27)	RPS28B RPS33B YLR264W L8479.5	RPS28B	850969;		67	7,565	reviewed
P0CX37	40S ribosomal protein S6-A (RP9) (S10) (YS4)	RPS6A RPS101 RPS10B YPL090C LPG18C	RPS6A	852479;856015;		236	26,996	reviewed
O13516	40S ribosomal protein S9-A (RP21) (S13) (YP28) (YS11)	RPS9A RPS13A YS11A YPL081W	RPS9A	856024;		197	22,443	reviewed
P33759	37S ribosomal protein S5, mitochondrial	MRPS5 YBR251W YBR1704	MRPS5	852553;		307	34,883	reviewed
Q02608	37S ribosomal protein S16, mitochondrial	MRPS16 YPL013C LPA4C	MRPS16	856094;		121	13,639	reviewed
P42847	37S ribosomal protein S18, mitochondrial (YmS18)	MRPS18 YNL306W N0397	MRPS18	855410;		217	24,563	reviewed
Q02950	37S ribosomal protein MRP51, mitochondrial	MRP51 YPL118W	MRP51	855985;		344	39,445	reviewed
P17558	37S ribosomal protein PET123, mitochondrial	PET123 YOR158W	PET123	854329;		318	35,998	reviewed
Q05900	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	YHC1 YLR298C L8003.21	YHC1	851005;		231	27,045	reviewed
Q07458	Transcriptional regulatory protein RXT3	RXT3 YDL076C	RXT3	851483;		294	33,812	reviewed
P0CX36	40S ribosomal protein S4-B (RP5) (S7) (YS6)	RPS4B RPS7A YHR203C	RPS4B	853610;856610;		261	29,410	reviewed
P0CX39	40S ribosomal protein S8-A (RP19) (S14) (YS9)	RPS8A RPS14A YBL072C YBL06.05 YBL0613	RPS8A	852206;856839;		200	22,490	reviewed
P38781	Chromatin structure-remodeling complex protein RSC30 (Remodel the structure of chromatin complex subunit 30)	RSC30 YHR056C	RSC30	856453;		883	101,335	reviewed
P25632	Chromatin structure-remodeling complex protein RSC6 (Remodel the structure of chromatin complex subunit 6)	RSC6 YCR052W YCR52W	RSC6	850419;		483	54,165	reviewed
Q03124	Chromatin structure-remodeling complex subunit RSC9 (RSC complex subunit RSC9) (Remodel the structure of chromatin complex subunit 9)	RSC9 YML127W YM4987.08	RSC9	854912;		581	65,218	reviewed
P46974	Respiration factor 2 (Zinc finger protein ZMS1)	RSF2 ZMS1 YJR127C J2052	RSF2	853592;		1380	155,063	reviewed
Q03430	37S ribosomal protein RSM28, mitochondrial	RSM28 YDR494W	RSM28	852105;		361	41,216	reviewed
P40018	Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB)	SMB1 YER029C	SMB1	856751;		196	22,379	reviewed
Q03799	37S ribosomal protein S8, mitochondrial	MRPS8 YMR158W YM8520.07	MRPS8	855190;		155	17,471	reviewed
Q03201	37S ribosomal protein S10, mitochondrial	RSM10 YDR041W YD6888.03	RSM10	851611;		203	23,424	reviewed
P19955	37S ribosomal protein YMR-31, mitochondrial	YMR31 YFR049W	YMR31	850610;		123	13,689	reviewed
P53850	Restriction of telomere capping protein 4	RTC4 YNL254C N0856	RTC4	855467;		401	46,212	reviewed
P32608	Retrograde regulation protein 2	RTG2 YGL252C NRF588	RTG2	852640;		588	65,572	reviewed
Q12751	RNA polymerase II assembly factor RTP1 (Required for nuclear transport of RNA pol II protein 1) (Transport and Golgi organization protein 6 homolog)	RTP1 YMR185W YM8010.15	RTP1	855223;		981	113,249	reviewed
P40084	RNA polymerase II subunit B1 CTD phosphatase RTR1 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR1) (Regulator of transcription 1)	RTR1 YER139C	RTR1	856882;		226	26,240	reviewed
Q12330	Small nuclear ribonucleoprotein E (snRNP-E) (Sm protein E) (Sm-E) (SmE)	SME1 YOR159C	SME1	854330;		94	10,375	reviewed
P43609	Chromatin structure-remodeling complex protein RSC8 (Remodel the structure of chromatin complex subunit 8) (SWI3 homolog)	RSC8 SWH3 YFR037C	RSC8	850598;		557	63,168	reviewed
Q04693	Pre-mRNA-splicing factor RSE1 (RNA splicing and ER to Golgi transport factor 1) (Spliceosome-associated protein 130)	RSE1 SAP130 YML049C YM9827.03C	RSE1	854956;		1361	153,784	reviewed
Q05043	Respiration factor 1	RSF1 YMR030W YM9973.03	RSF1	855045;		376	43,460	reviewed
P46654	40S ribosomal protein S0-B (Nucleic acid-binding protein NAB1B)	RPS0B NAB1B NAB4 YST2 YLR048W L2118	RPS0B	850737;		252	27,962	reviewed
Q05543	Regulator of Ty1 transposition protein 103	RTT103 YDR289C	RTT103	851884;		409	46,488	reviewed
P53732	37S ribosomal protein S12, mitochondrial	MRPS12 YNR036C N3298	MRPS12	855772;		153	16,917	reviewed
P53733	37S ribosomal protein S19, mitochondrial	RSM19 YNR037C N3300	RSM19	855773;		91	10,275	reviewed
P38175	37S ribosomal protein MRP21, mitochondrial	MRP21 MRP50 YBL090W YBL0702	MRP21	852188;		177	20,395	reviewed
P40496	37S ribosomal protein S25, mitochondrial	RSM25 YIL093C	RSM25	854715;		264	30,513	reviewed
P32607	Retrograde regulation protein 1	RTG1 YOL067C	RTG1	854087;		177	19,016	reviewed
Q12100	Probable serine/threonine-protein kinase RTK1 (EC 2.7.11.1) (Ribosome biogenesis and tRNA synthetase-associated kinase 1)	RTK1 YDL025C D2810	RTK1	851536;		620	69,615	reviewed
P38255	Transcriptional regulatory protein RXT2	RXT2 RAF60 YBR095C YBR0822	RXT2	852392;		430	48,629	reviewed
P46674	Nuclear mRNA export protein SAC3 (Leucine permease transcriptional regulator)	SAC3 LEP1 YDR159W YD8358.13	SAC3	851737;		1301	149,569	reviewed
P39954	Adenosylhomocysteinase (AdoHcyase) (EC 3.3.1.1) (S-adenosyl-L-homocysteine hydrolase)	SAH1 YER043C	SAH1	856766;		449	49,126	reviewed
Q08986	S-adenosylmethionine permease SAM3 (S-adenosylmethionine metabolism protein 3)	SAM3 YPL274W	SAM3	855854;		587	64,354	reviewed
Q06639	Chromatin structure-remodeling complex protein RSC3 (Remodel the structure of chromatin complex subunit 3)	RSC3 YDR303C D9740.13	RSC3	851897;		885	101,720	reviewed
P32832	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	NPL6 RSC7 YMR091C YM9582.16C	NPL6	855116;		435	49,651	reviewed
Q03246	37S ribosomal protein S17, mitochondrial	MRPS17 YMR188C YM8010.18C	MRPS17	855226;		237	27,635	reviewed
Q01163	37S ribosomal protein S23, mitochondrial (DAP-3)	RSM23 YGL129C G2856	RSM23	852748;		450	50,867	reviewed
P53292	37S ribosomal protein S35, mitochondrial	MRPS35 YGR165W	MRPS35	853075;		345	39,575	reviewed
Q04947	Reticulon-like protein 1	RTN1 YDR233C	RTN1	851819;		295	32,916	reviewed
Q12378	RNA polymerase II subunit B1 CTD phosphatase RTR2 (EC 3.1.3.16) (RNA polymerase II-associated protein 2 homolog RTR2) (Regulator of transcription 2)	RTR2 YDR066C D4261	RTR2	851638;		196	22,541	reviewed
Q00916	U1 small nuclear ribonucleoprotein 70 kDa homolog (U1 70K) (U1 snRNP 70 kDa homolog) (U1-70K) (U1 small nuclear ribonucleoprotein SNP1) (U1 snRNP protein SNP1)	SNP1 YIL061C	SNP1	854749;		300	34,447	reviewed
Q08963	U2 small nuclear ribonucleoprotein A' (U2 snRNP A') (Looks exceptionally like U2A protein 1)	LEA1 YPL213W	LEA1	855888;		238	27,193	reviewed
Q03919	NEDD8-like protein RUB1 (Related to ubiquitin protein 1) (Ubiquitin-like protein RUB1)	RUB1 YDR139C YD9302.15C	RUB1	851717;		77	8,693	reviewed
Q12464	RuvB-like protein 2 (RUVBL2) (EC 3.6.4.12) (TIP49-homology protein 2) (TIP49b homolog)	RVB2 TIH2 TIP49B YPL235W P1060	RVB2	855841;		471	51,612	reviewed
P39743	Reduced viability upon starvation protein 167	RVS167 YDR388W D9509.8	RVS167	851996;		482	52,774	reviewed
P43589	Pre-mRNA-splicing factor SAD1 (snRNP assembly-defective protein 1)	SAD1 YFR005C	SAD1	850555;		448	52,167	reviewed
P39955	Protein SAP1 (SIN1-associated protein)	SAP1 YER047C	SAP1	856771;		897	100,332	reviewed
P38814	Protein SBE22	SBE22 YHR103W	SBE22	856503;		852	96,398	reviewed
Q9ZZX1	Intron-encoded DNA endonuclease aI5 alpha (DNA endonuclease I-SceIV) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI5 alpha (EC 3.1.-.-) (Intron-encoded endonuclease I-SceIV)]	AI5_ALPHA I-SCEIV Q0070	AI5_ALPHA	854597;		630	72,165	reviewed
P13856	Ras-related protein RSR1	RSR1 BUD1 YGR152C G6658	RSR1	853056;		272	30,391	reviewed
P28778	37S ribosomal protein MRP17, mitochondrial (YmS16)	MRP17 YKL003C	MRP17	853867;		131	15,021	reviewed
P40063	Regulator of Ty1 transposition protein 105	RTT105 YER104W	RTT105	856841;		208	24,413	reviewed
P40161	Histone chaperone RTT106 (Regulator of Ty1 transposition protein 106)	RTT106 YNL206C N1346	RTT106	855515;		455	51,621	reviewed
P36056	37S ribosomal protein S22, mitochondrial (EC 2.1.1.-)	RSM22 YKL155C YKL610	RSM22	853701;		628	72,190	reviewed
P38165	Retrograde regulation protein 3	RTG3 YBL103C YBL0810	RTG3	852171;		486	54,140	reviewed
P43612	SIT4-associating protein SAP155	SAP155 YFR040W	SAP155	850601;		1002	115,002	reviewed
P89114	Pachytene arrest protein SAE3 (Sporulation in the absence of SPO11 protein 3)	SAE3 YHR079C-A	SAE3	856479;		91	10,827	reviewed
P50110	Sorting assembly machinery 37 kDa subunit (MAS37 protein) (Mitochondrial 37 kDa outer membrane protein)	SAM37 MAS37 PET3027 TOM37 YMR060C YM9796.13C	SAM37	855082;		327	37,493	reviewed
P20606	Small COPII coat GTPase SAR1 (EC 3.6.5.-) (GTP-binding protein SAR1) (Secretion-associated RAS-related protein 1)	SAR1 YPL218W	SAR1	855883;		190	21,451	reviewed
P32915	Protein transport protein SEC61 (Sec61 complex subunit SEC61) (Sec61 complex subunit alpha)	SEC61 YLR378C L3502.5	SEC61	851095;		480	52,937	reviewed
P25303	DnaJ-related protein SCJ1 (J protein SCJ1)	SCJ1 YMR214W YM8261.08	SCJ1	855254;		377	41,543	reviewed
P10663	37S ribosomal protein MRP2, mitochondrial	MRP2 YPR166C P9325.7	MRP2	856295;		115	13,538	reviewed
Q03976	37S ribosomal protein S24, mitochondrial (Mitochondrial ribosomal small subunit protein 24)	RSM24 YDR175C	RSM24	851755;		319	37,393	reviewed
P47141	37S ribosomal protein S26, mitochondrial	RSM26 YJR101W J1952	RSM26	853565;		266	30,224	reviewed
P21771	37S ribosomal protein S28, mitochondrial	MRPS28 YDR337W D9651.3	MRPS28	851937;		286	33,057	reviewed
Q12108	Restriction of telomere capping protein 5	RTC5 YOR118W O3263 YOR3263w	RTC5	854285;		567	64,294	reviewed
P53064	RNA polymerase-associated protein RTF1	RTF1 CSL3 YGL244W HRA458	RTF1	852607;		558	65,869	reviewed
P53289	Protein phosphatase type 2A regulatory subunit RTS3	RTS3 YGR161C	RTS3	853065;		263	29,263	reviewed
Q07534	Solute carrier family 25 member 38 homolog (Heme biosynthesis protein of SLC25 family)	HEM25 YDL119C	HEM25	851439;		307	34,204	reviewed
P38352	SCF-associated factor 1	SAF1 YBR280C YBR2017	SAF1	852583;		637	70,495	reviewed
P06105	Protein SCP160 (Protein HX)	SCP160 HX YJL080C J1017	SCP160	853365;		1222	134,810	reviewed
Q12158	Sister chromatid cohesion protein 1	MCD1 PDS3 RHC21 SCC1 YDL003W YD8119.04	MCD1	851561;		566	63,290	reviewed
P34758	Protein SCD5 (Protein FTB1)	SCD5 FTB1 YOR329C	SCD5	854507;		872	97,305	reviewed
P03877	Intron-encoded DNA endonuclease aI3 (DNA endonuclease I-SceIII) [Cleaved into: Truncated non-functional cytochrome oxidase 1; DNA endonuclease aI3 (EC 3.1.-.-) (Intron-encoded endonuclease I-SceIII)]	AI3 ENS3 I-SCEIII Q0060	AI3	854595;		415	47,917	reviewed
Q12334	Protein SCM3 (Suppressor of chromosome missegregation protein 3)	SCM3 YDL139C D2155	SCM3	851416;		223	25,754	reviewed
Q08873	Transgelin (Calponin homolog 1)	SCP1 YOR367W	SCP1	854549;		200	22,748	reviewed
P53313	Protein SDA1 (Severe depolymerization of actin protein 1)	SDA1 YGR245C	SDA1	853160;		767	86,618	reviewed
P15367	Signal peptidase complex catalytic subunit SEC11 (EC 3.4.21.89) (Secretory protein 11) (Signal peptidase I)	SEC11 YIR022W	SEC11	854840;		167	18,762	reviewed
P17065	Rab guanine nucleotide exchange factor SEC2 (GDP-GTP exchange factor SEC2)	SEC2 YNL272C N0641	SEC2	855449;		759	84,652	reviewed
P33754	Translocation protein SEC66 (Protein HSS1) (Sec62/63 complex 31.5 kDa subunit)	SEC66 HSS1 SEC71 YBR171W YBR1232	SEC66	852469;		206	24,231	reviewed
