Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q8IVU1	Immunoglobulin superfamily DCC subclass member 3 (Putative neuronal cell adhesion molecule)	IGDCC3 PUNC	IGDCC3	9543;	ENST00000327987;	814	86,724	reviewed
Q8TDY8	Immunoglobulin superfamily DCC subclass member 4 (Neighbor of punc e11) (Protein DDM36) (hDDM36)	IGDCC4 DDM36 KIAA1628 NOPE	IGDCC4	57722;	ENST00000352385;	1250	134,210	reviewed
P08069	Insulin-like growth factor 1 receptor (EC 2.7.10.1) (Insulin-like growth factor I receptor) (IGF-I receptor) (CD antigen CD221) [Cleaved into: Insulin-like growth factor 1 receptor alpha chain; Insulin-like growth factor 1 receptor beta chain]	IGF1R	IGF1R	3480;	ENST00000268035;	1367	154,793	reviewed
P05019	Insulin-like growth factor I (IGF-I) (Mechano growth factor) (MGF) (Somatomedin-C)	IGF1 IBP1	IGF1	3479;	ENST00000307046;ENST00000337514;ENST00000392904;ENST00000424202;ENST00000456098;	195	21,841	reviewed
Q6B9Z1	Insulin growth factor-like family member 4	IGFL4	IGFL4	444882;	ENST00000377697;	124	13,885	reviewed
Q9H665	IGF-like family receptor 1 (Transmembrane protein 149) (U2 small nuclear RNA auxiliary factor 1-like 4)	IGFLR1 TMEM149 U2AF1L4	IGFLR1	79713;	ENST00000246532;ENST00000592537;ENST00000592889;	355	37,895	reviewed
P01877	Ig alpha-2 chain C region	IGHA2	IGHA2			340	36,526	reviewed
P01859	Ig gamma-2 chain C region	IGHG2	IGHG2		ENST00000390545;ENST00000621803;	326	35,901	reviewed
A6NGN9	IgLON family member 5	IGLON5	IGLON5	402665;	ENST00000270642;	336	36,795	reviewed
Q5DX21	Immunoglobulin superfamily member 11 (IgSF11) (Brain and testis-specific immunoglobulin superfamily protein) (Bt-IGSF) (V-set and immunoglobulin domain-containing protein 3)	IGSF11 BTIGSF CXADRL1 VSIG3	IGSF11	152404;	ENST00000354673;ENST00000393775;ENST00000425327;ENST00000441144;	431	46,120	reviewed
Q9UBC1	NF-kappa-B inhibitor-like protein 1 (Inhibitor of kappa B-like protein) (I-kappa-B-like protein) (IkappaBL) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1)	NFKBIL1 IKBL	NFKBIL1	4795;	ENST00000376148;ENST00000383500;ENST00000400279;ENST00000400285;ENST00000414391;ENST00000419122;ENST00000419623;ENST00000421396;ENST00000424652;ENST00000428467;ENST00000430501;ENST00000430961;ENST00000432160;ENST00000434332;ENST00000442947;ENST00000451911;ENST00000453377;ENST00000455376;ENST00000456607;	381	43,204	reviewed
Q9UKT9	Zinc finger protein Aiolos (Ikaros family zinc finger protein 3)	IKZF3 ZNFN1A3	IKZF3	22806;	ENST00000293068;ENST00000346243;ENST00000346872;ENST00000350532;ENST00000351680;ENST00000377944;ENST00000377945;ENST00000377952;ENST00000377958;ENST00000394189;ENST00000439016;ENST00000439167;ENST00000467757;ENST00000535189;ENST00000583368;ENST00000623724;	509	58,023	reviewed
Q9UHF5	Interleukin-17B (IL-17B) (Cytokine Zcyto7) (Interleukin-20) (IL-20) (Neuronal interleukin-17-related factor)	IL17B IL20 NIRF ZCYTO7 UNQ516/PRO1031	IL17B	27190;	ENST00000261796;	180	20,437	reviewed
Q16552	Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8)	IL17A CTLA8 IL17	IL17A	3605;	ENST00000340057;	155	17,504	reviewed
Q9NYY1	Interleukin-20 (IL-20) (Cytokine Zcyto10)	IL20 ZCYTO10 UNQ852/PRO1801	IL20	50604;	ENST00000367096;ENST00000367098;ENST00000391930;	176	20,072	reviewed
Q5VWK5	Interleukin-23 receptor (IL-23 receptor) (IL-23R)	IL23R	IL23R	149233;	ENST00000347310;ENST00000395227;ENST00000425614;	629	71,722	reviewed
P24001	Interleukin-32 (IL-32) (Natural killer cells protein 4) (Tumor necrosis factor alpha-inducing factor)	IL32 NK4 TAIF	IL32	9235;	ENST00000008180;ENST00000325568;ENST00000382213;ENST00000396887;ENST00000396890;ENST00000440815;ENST00000444393;ENST00000525643;ENST00000526464;ENST00000528163;ENST00000529550;ENST00000530538;ENST00000530890;ENST00000531965;ENST00000533097;ENST00000534507;ENST00000548246;ENST00000548476;ENST00000548652;ENST00000549213;ENST00000551122;ENST00000552356;ENST00000552664;	234	26,676	reviewed
P05113	Interleukin-5 (IL-5) (B-cell differentiation factor I) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF)	IL5	IL5	3567;	ENST00000231454;	134	15,238	reviewed
P08887	Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126)	IL6R	IL6R	3570;	ENST00000344086;ENST00000368485;	468	51,548	reviewed
Q12905	Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa)	ILF2 NF45 PRO3063	ILF2	3608;	ENST00000361891;	390	43,062	reviewed
Q12906	Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76) (DRBP76) (M-phase phosphoprotein 4) (MPP4) (Nuclear factor associated with dsRNA) (NFAR) (Nuclear factor of activated T-cells 90 kDa) (NF-AT-90) (Translational control protein 80) (TCP80)	ILF3 DRBF MPHOSPH4 NF90	ILF3	3609;	ENST00000250241;ENST00000407004;ENST00000449870;ENST00000588657;ENST00000589998;ENST00000590261;ENST00000592763;	894	95,338	reviewed
O00629	Importin subunit alpha-3 (Importin alpha Q1) (Qip1) (Karyopherin subunit alpha-4)	KPNA4 QIP1	KPNA4	3840;	ENST00000334256;	521	57,887	reviewed
P52294	Importin subunit alpha-5 (Karyopherin subunit alpha-1) (Nucleoprotein interactor 1) (NPI-1) (RAG cohort protein 2) (SRP1-beta) [Cleaved into: Importin subunit alpha-5, N-terminally processed]	KPNA1 RCH2	KPNA1	3836;	ENST00000344337;	538	60,222	reviewed
Q14974	Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)	KPNB1 NTF97	KPNB1	3837;	ENST00000290158;ENST00000535458;ENST00000540627;	876	97,170	reviewed
Q9NV31	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 snoRNP protein IMP3) (BRMS2)	IMP3 C15orf12 MRPS4	IMP3	55272;	ENST00000314852;ENST00000403490;	184	21,850	reviewed
Q17R60	Interphotoreceptor matrix proteoglycan 1 (Interphotoreceptor matrix proteoglycan of 150 kDa) (IPM-150) (Sialoprotein associated with cones and rods)	IMPG1 IPM150 SPACR	IMPG1	3617;	ENST00000369950;	797	89,387	reviewed
Q9BZV3	Interphotoreceptor matrix proteoglycan 2 (Interphotoreceptor matrix proteoglycan of 200 kDa) (IPM 200) (Sialoprotein associated with cones and rods proteoglycan) (Spacrcan)	IMPG2 IPM200	IMPG2	50939;	ENST00000193391;	1241	138,621	reviewed
P80217	Interferon-induced 35 kDa protein (IFP 35) (Ifi-35)	IFI35 IFP35	IFI35	3430;	ENST00000415816;ENST00000438323;	286	31,546	reviewed
Q9H160	Inhibitor of growth protein 2 (Inhibitor of growth 1-like protein) (ING1Lp) (p32) (p33ING2)	ING2 ING1L	ING2	3622;	ENST00000302327;	280	32,808	reviewed
Q9UNL4	Inhibitor of growth protein 4 (p29ING4)	ING4 My036	ING4	51147;	ENST00000341550;ENST00000396807;ENST00000412586;ENST00000423703;ENST00000444704;ENST00000446105;	249	28,530	reviewed
P38484	Interferon gamma receptor 2 (IFN-gamma receptor 2) (IFN-gamma-R2) (Interferon gamma receptor accessory factor 1) (AF-1) (Interferon gamma transducer 1)	IFNGR2 IFNGT1	IFNGR2	3460;	ENST00000290219;ENST00000576463;	337	37,806	reviewed
Q96PE3	Type I inositol 3,4-bisphosphate 4-phosphatase (EC 3.1.3.66) (Inositol polyphosphate 4-phosphatase type I)	INPP4A	INPP4A	3631;	ENST00000074304;ENST00000409016;ENST00000409540;ENST00000409851;ENST00000523221;	977	109,956	reviewed
O15503	Insulin-induced gene 1 protein (INSIG-1)	INSIG1	INSIG1	3638;	ENST00000340368;ENST00000342407;	277	29,987	reviewed
Q14641	Early placenta insulin-like peptide (EPIL) (Insulin-like peptide 4) (Placentin) [Cleaved into: Early placenta insulin-like peptide B chain; Early placenta insulin-like peptide A chain]	INSL4	INSL4	3641;	ENST00000239316;	139	15,445	reviewed
Q96CB8	Integrator complex subunit 12 (Int12) (PHD finger protein 22)	INTS12 PHF22 SBBI22	INTS12	57117;	ENST00000340139;ENST00000394735;ENST00000451321;	462	48,808	reviewed
Q8N201	Integrator complex subunit 1 (Int1)	INTS1 KIAA1440 UNQ1821/PRO3434	INTS1	26173;	ENST00000404767;	2190	244,297	reviewed
P27987	Inositol-trisphosphate 3-kinase B (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase B) (IP3 3-kinase B) (IP3K B) (InsP 3-kinase B)	ITPKB	ITPKB	3707;	ENST00000272117;ENST00000366784;ENST00000429204;	946	102,376	reviewed
Q92551	Inositol hexakisphosphate kinase 1 (InsP6 kinase 1) (EC 2.7.4.21) (Inositol hexaphosphate kinase 1)	IP6K1 IHPK1 KIAA0263	IP6K1	9807;	ENST00000321599;ENST00000395238;ENST00000460540;ENST00000613416;	441	50,236	reviewed
P41236	Protein phosphatase inhibitor 2 (IPP-2)	PPP1R2 IPP2	PPP1R2	5504;	ENST00000618156;	205	23,015	reviewed
Q15051	IQ calmodulin-binding motif-containing protein 1 (Nephrocystin-5) (p53 and DNA damage-regulated IQ motif protein) (PIQ)	IQCB1 KIAA0036 NPHP5 OK/SW-cl.85	IQCB1	9657;	ENST00000310864;ENST00000349820;ENST00000393650;	598	68,929	reviewed
Q6IPM2	IQ domain-containing protein E	IQCE KIAA1023	IQCE	23288;	ENST00000325979;ENST00000402050;ENST00000404984;ENST00000438376;ENST00000623361;	695	77,298	reviewed
Q86VS3	IQ domain-containing protein H (Testis development protein NYD-SP5)	IQCH	IQCH	64799;	ENST00000335894;ENST00000358767;ENST00000512104;ENST00000546225;ENST00000629425;	1027	117,349	reviewed
Q6DN90	IQ motif and SEC7 domain-containing protein 1 (ADP-ribosylation factors guanine nucleotide-exchange protein 100) (ADP-ribosylation factors guanine nucleotide-exchange protein 2) (Brefeldin-resistant Arf-GEF 2 protein) (BRAG2)	IQSEC1 ARFGEP100 BRAG2 KIAA0763	IQSEC1	9922;	ENST00000273221;	963	108,314	reviewed
Q9Y5U9	Immediate early response 3-interacting protein 1	IER3IP1 HSPC039	IER3IP1	51124;	ENST00000256433;	82	8,969	reviewed
Q9NP60	X-linked interleukin-1 receptor accessory protein-like 2 (IL-1 receptor accessory protein-like 2) (IL-1-RAPL-2) (IL-1RAPL-2) (IL1RAPL-2) (IL1RAPL-2-related protein) (Interleukin-1 receptor 9) (IL-1R-9) (IL-1R9) (Three immunoglobulin domain-containing IL-1 receptor-related 1) (TIGIRR-1)	IL1RAPL2 IL1R9	IL1RAPL2	26280;	ENST00000372582;	686	78,670	reviewed
P78413	Iroquois-class homeodomain protein IRX-4 (Homeodomain protein IRXA3) (Iroquois homeobox protein 4)	IRX4 IRXA3	IRX4	50805;	ENST00000231357;ENST00000505790;ENST00000513692;ENST00000613726;ENST00000622814;	519	54,445	reviewed
Q9BZI1	Iroquois-class homeodomain protein IRX-2 (Homeodomain protein IRXA2) (Iroquois homeobox protein 2)	IRX2 IRXA2	IRX2	153572;	ENST00000302057;ENST00000382611;	471	49,129	reviewed
P78415	Iroquois-class homeodomain protein IRX-3 (Homeodomain protein IRXB1) (Iroquois homeobox protein 3)	IRX3 IRXB1	IRX3	79191;	ENST00000329734;	501	52,119	reviewed
P05161	Ubiquitin-like protein ISG15 (Interferon-induced 15 kDa protein) (Interferon-induced 17 kDa protein) (IP17) (Ubiquitin cross-reactive protein) (hUCRP)	ISG15 G1P2 UCRP	ISG15	9636;	ENST00000379389;	165	17,888	reviewed
O75578	Integrin alpha-10	ITGA10 UNQ468/PRO827	ITGA10	8515;	ENST00000369304;ENST00000539363;	1167	127,602	reviewed
P56199	Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a)	ITGA1	ITGA1	3672;	ENST00000282588;	1179	130,848	reviewed
P23229	Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f) [Cleaved into: Integrin alpha-6 heavy chain; Integrin alpha-6 light chain; Processed integrin alpha-6 (Alpha6p)]	ITGA6	ITGA6	3655;	ENST00000264107;ENST00000409080;ENST00000409532;ENST00000442250;ENST00000458358;	1130	126,606	reviewed
P11215	Integrin alpha-M (CD11 antigen-like family member B) (CR-3 alpha chain) (Cell surface glycoprotein MAC-1 subunit alpha) (Leukocyte adhesion receptor MO1) (Neutrophil adherence receptor) (CD antigen CD11b)	ITGAM CD11B CR3A	ITGAM	3684;	ENST00000287497;ENST00000544665;	1152	127,179	reviewed
Q969R8	Integrin-alpha FG-GAP repeat-containing protein 2	ITFG2	ITFG2	55846;	ENST00000228799;ENST00000540929;	447	49,313	reviewed
P19823	Inter-alpha-trypsin inhibitor heavy chain H2 (ITI heavy chain H2) (ITI-HC2) (Inter-alpha-inhibitor heavy chain 2) (Inter-alpha-trypsin inhibitor complex component II) (Serum-derived hyaluronan-associated protein) (SHAP)	ITIH2 IGHEP2	ITIH2	3698;	ENST00000358415;	946	106,463	reviewed
Q08881	Tyrosine-protein kinase ITK/TSK (EC 2.7.10.2) (Interleukin-2-inducible T-cell kinase) (IL-2-inducible T-cell kinase) (Kinase EMT) (T-cell-specific kinase) (Tyrosine-protein kinase Lyk)	ITK EMT LYK	ITK	3702;	ENST00000422843;	620	71,831	reviewed
O43736	Integral membrane protein 2A (Protein E25)	ITM2A UNQ603/PRO1189	ITM2A	9452;	ENST00000373298;ENST00000434584;	263	29,741	reviewed
Q15811	Intersectin-1 (SH3 domain-containing protein 1A) (SH3P17)	ITSN1 ITSN SH3D1A	ITSN1	6453;	ENST00000381291;ENST00000381318;ENST00000399338;ENST00000399349;ENST00000399352;ENST00000399353;ENST00000399367;	1721	195,422	reviewed
Q9NZM3	Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein)	ITSN2 KIAA1256 SH3D1B SWAP	ITSN2	50618;	ENST00000355123;ENST00000361999;ENST00000406921;	1697	193,461	reviewed
A6NJ16	Putative V-set and immunoglobulin domain-containing-like protein IGHV4OR15-8 (Immunoglobulin heavy variable 4 orphon 15-8) (Putative V-set and immunoglobulin domain-containing protein 6)	IGHV4OR15-8 VSIG6	IGHV4OR15-8			123	13,585	reviewed
P26440	Isovaleryl-CoA dehydrogenase, mitochondrial (IVD) (EC 1.3.8.4)	IVD	IVD	3712;	ENST00000479013;	423	46,319	reviewed
Q5VVH5	Interleukin-1 receptor-associated kinase 1-binding protein 1 (IRAK1-binding protein 1)	IRAK1BP1	IRAK1BP1	134728;	ENST00000369940;	260	29,106	reviewed
Q70UQ0	Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein)	IKBIP IKIP	IKBIP	121457;	ENST00000299157;ENST00000342502;ENST00000393042;	350	39,309	reviewed
O15111	Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16)	CHUK IKKA TCF16	CHUK	1147;	ENST00000370397;	745	84,640	reviewed
P22301	Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF)	IL10	IL10	3586;	ENST00000423557;	178	20,517	reviewed
Q9UHD0	Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1)	IL19 ZMDA1	IL19	29949;	ENST00000270218;ENST00000340758;ENST00000620365;	177	20,452	reviewed
Q8WWZ1	Interleukin-1 family member 10 (IL-1F10) (Family of interleukin 1-theta) (FIL1 theta) (Interleukin-1 HY2) (IL-1HY2) (Interleukin-1 theta) (IL-1 theta) (Interleukin-38) (IL-38)	IL1F10 FIL1T IL1HY2 IL38 FKSG75 UNQ6119/PRO20041	IL1F10	84639;	ENST00000341010;ENST00000393197;	152	16,943	reviewed
P01584	Interleukin-1 beta (IL-1 beta) (Catabolin)	IL1B IL1F2	IL1B	3553;	ENST00000263341;	269	30,748	reviewed
Q9NPH9	Interleukin-26 (IL-26) (Protein AK155)	IL26 AK155	IL26	55801;	ENST00000229134;	171	19,843	reviewed
P31785	Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132)	IL2RG	IL2RG	3561;	ENST00000374202;ENST00000456850;	369	42,287	reviewed
O95760	Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV) [Cleaved into: Interleukin-33 (95-270); Interleukin-33 (99-270); Interleukin-33 (109-270)]	IL33 C9orf26 IL1F11 NFHEV	IL33	90865;	ENST00000381434;ENST00000417746;ENST00000456383;ENST00000611532;	270	30,759	reviewed
Q9UHA7	Interleukin-36 alpha (FIL1 epsilon) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 6) (IL-1F6)	IL36A FIL1E IL1E IL1F6	IL36A	27179;	ENST00000259211;	158	17,684	reviewed
Q9NZH8	Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1)	IL36G IL1E IL1F9 IL1H1 IL1RP2 UNQ2456/PRO5737	IL36G	56300;	ENST00000259205;ENST00000376489;	169	18,721	reviewed
P26951	Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123)	IL3RA IL3R	IL3RA	3563;	ENST00000331035;ENST00000381469;	378	43,330	reviewed
P32927	Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131)	CSF2RB IL3RB IL5RB	CSF2RB	1439;	ENST00000403662;ENST00000406230;	897	97,336	reviewed
Q01344	Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125)	IL5RA IL5R	IL5RA	3568;	ENST00000256452;ENST00000311981;ENST00000383846;ENST00000430514;ENST00000438560;ENST00000446632;ENST00000456302;	420	47,685	reviewed
P05112	Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra)	IL4	IL4	3565;	ENST00000231449;ENST00000350025;	153	17,492	reviewed
P05231	Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2)	IL6 IFNB2	IL6	3569;	ENST00000258743;ENST00000404625;	212	23,718	reviewed
Q01638	Interleukin-1 receptor-like 1 (Protein ST2)	IL1RL1 DER4 ST2 T1	IL1RL1	9173;	ENST00000233954;ENST00000311734;ENST00000404917;ENST00000427077;	556	63,358	reviewed
O14732	Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2)	IMPA2 IMP.18P	IMPA2	3613;	ENST00000269159;	288	31,321	reviewed
Q6PI98	INO80 complex subunit C (IES6 homolog) (hIes6)	INO80C C18orf37	INO80C	125476;	ENST00000334598;ENST00000441607;ENST00000592173;	192	20,643	reviewed
P15260	Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (CD antigen CD119)	IFNGR1	IFNGR1	3459;	ENST00000367739;	489	54,405	reviewed
P05111	Inhibin alpha chain	INHA	INHA	3623;	ENST00000243786;	366	39,670	reviewed
P55103	Inhibin beta C chain (Activin beta-C chain)	INHBC	INHBC	3626;	ENST00000309668;	352	38,238	reviewed
Q8IU57	Interferon lambda receptor 1 (IFN-lambda receptor 1) (IFN-lambda-R1) (Cytokine receptor class-II member 12) (Cytokine receptor family 2 member 12) (CRF2-12) (Interleukin-28 receptor subunit alpha) (IL-28 receptor subunit alpha) (IL-28R-alpha) (IL-28RA) (Likely interleukin or cytokine receptor 2) (LICR2)	IFNLR1 IL28RA LICR2	IFNLR1	163702;	ENST00000327535;ENST00000327575;ENST00000374418;ENST00000374421;	520	57,653	reviewed
Q01101	Insulinoma-associated protein 1 (Zinc finger protein IA-1)	INSM1 IA1	INSM1	3642;	ENST00000310227;	510	52,923	reviewed
Q96HW7	Integrator complex subunit 4 (Int4)	INTS4 MSTP093	INTS4	92105;	ENST00000529807;ENST00000534064;ENST00000535943;	963	108,171	reviewed
Q75QN2	Integrator complex subunit 8 (Int8) (Protein kaonashi-1)	INTS8 C8orf52	INTS8	55656;	ENST00000523731;	995	113,088	reviewed
Q9C010	cAMP-dependent protein kinase inhibitor beta (PKI-beta)	PKIB PRKACN2	PKIB	5570;	ENST00000258014;ENST00000354275;ENST00000368448;ENST00000368452;ENST00000392490;ENST00000392491;ENST00000615438;	78	8,468	reviewed
Q96DY2	IQ domain-containing protein D	IQCD	IQCD	115811;	ENST00000299732;ENST00000416617;	449	52,359	reviewed
Q8N6M8	IQ domain-containing protein F1	IQCF1	IQCF1	132141;	ENST00000310914;	205	23,699	reviewed
Q8N0W5	IQ domain-containing protein K	IQCK	IQCK	124152;	ENST00000308214;ENST00000320394;	287	33,292	reviewed
O43187	Interleukin-1 receptor-associated kinase-like 2 (IRAK-2)	IRAK2	IRAK2	3656;	ENST00000256458;	625	69,433	reviewed
P10914	Interferon regulatory factor 1 (IRF-1)	IRF1	IRF1	3659;	ENST00000245414;ENST00000405885;	325	36,502	reviewed
P14316	Interferon regulatory factor 2 (IRF-2)	IRF2	IRF2	3660;	ENST00000393593;	349	39,354	reviewed
Q13568	Interferon regulatory factor 5 (IRF-5)	IRF5	IRF5	3663;	ENST00000249375;ENST00000357234;ENST00000402030;ENST00000465603;ENST00000473745;ENST00000477535;ENST00000619830;	498	56,044	reviewed
Q92985	Interferon regulatory factor 7 (IRF-7)	IRF7	IRF7	3665;	ENST00000330243;ENST00000348655;ENST00000397566;ENST00000397574;ENST00000469048;ENST00000533182;ENST00000612534;ENST00000621391;ENST00000632827;ENST00000633274;ENST00000633943;ENST00000634105;	503	54,278	reviewed
Q6UXK2	Immunoglobulin superfamily containing leucine-rich repeat protein 2 (Leucine-rich repeat domain and immunoglobulin domain-containing axon extension protein)	ISLR2 KIAA1465 LINX UNQ1885/PRO4329	ISLR2	57611;	ENST00000361742;ENST00000435464;ENST00000453268;ENST00000565159;ENST00000565540;	745	78,990	reviewed
Q9UKX5	Integrin alpha-11	ITGA11 MSTP018	ITGA11	22801;	ENST00000315757;ENST00000423218;	1188	133,470	reviewed
P20702	Integrin alpha-X (CD11 antigen-like family member C) (Leu M5) (Leukocyte adhesion glycoprotein p150,95 alpha chain) (Leukocyte adhesion receptor p150,95) (CD antigen CD11c)	ITGAX CD11C	ITGAX	3687;	ENST00000268296;	1163	127,829	reviewed
P05107	Integrin beta-2 (Cell surface adhesion glycoproteins LFA-1/CR3/p150,95 subunit beta) (Complement receptor C3 subunit beta) (CD antigen CD18)	ITGB2 CD18 MFI7	ITGB2	3689;	ENST00000302347;ENST00000355153;ENST00000397850;ENST00000397852;ENST00000397857;	769	84,782	reviewed
P05106	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	ITGB3 GP3A	ITGB3	3690;	ENST00000559488;	788	87,058	reviewed
O95965	Integrin beta-like protein 1 (Osteoblast-specific cysteine-rich protein) (Ten integrin EGF-like repeat domain-containing protein)	ITGBL1 OSCP TIED	ITGBL1	9358;	ENST00000376162;ENST00000376180;ENST00000545560;	494	53,921	reviewed
Q06033	Inter-alpha-trypsin inhibitor heavy chain H3 (ITI heavy chain H3) (ITI-HC3) (Inter-alpha-inhibitor heavy chain 3) (Serum-derived hyaluronan-associated protein) (SHAP)	ITIH3	ITIH3	3699;	ENST00000449956;	890	99,849	reviewed
Q9BY32	Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.19) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p)	ITPA C20orf37 My049 OK/SW-cl.9	ITPA	3704;	ENST00000380113;ENST00000399838;ENST00000455664;	194	21,446	reviewed
Q14573	Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)	ITPR3	ITPR3	3710;	ENST00000374316;ENST00000605930;	2671	304,106	reviewed
A6NJS3	Putative V-set and immunoglobulin domain-containing-like protein IGHV1OR21-1 (Immunoglobulin heavy variable 1 orphon 21-1)	IGHV1OR21-1	IGHV1OR21-1			120	13,370	reviewed
Q8IYV9	Izumo sperm-egg fusion protein 1 (Oocyte binding/fusion factor) (OBF) (Sperm-specific protein izumo)	IZUMO1	IZUMO1	284359;	ENST00000332955;ENST00000595517;ENST00000595937;	350	38,930	reviewed
Q5VZ72	Izumo sperm-egg fusion protein 3	IZUMO3 C9orf134	IZUMO3	100129669;	ENST00000543880;	239	27,768	reviewed
Q9NQC1	Protein Jade-2 (Jade family PHD finger protein 2) (PHD finger protein 15)	JADE2 KIAA0239 PHF15	JADE2	23338;	ENST00000395003;	790	87,466	reviewed
Q86YT9	Junctional adhesion molecule-like (Adhesion molecule interacting with CXADR antigen 1) (Dendritic cell-specific protein CREA7-1)	JAML AMICA1 UNQ722/PRO1387	JAML	120425;	ENST00000292067;ENST00000356289;ENST00000526620;	394	44,339	reviewed
Q9P266	Junctional protein associated with coronary artery disease (JCAD)	KIAA1462 JCAD	KIAA1462	57608;	ENST00000375377;	1359	148,351	reviewed
Q5VZ66	Janus kinase and microtubule-interacting protein 3 (Neuroendocrine long coiled-coil protein 2)	JAKMIP3 C10orf14 C10orf39 JAMIP3 NECC2	JAKMIP3	282973;	ENST00000298622;	844	98,529	reviewed
Q15040	Josephin-1 (EC 3.4.19.12) (Josephin domain-containing protein 1)	JOSD1 JSPH1 KIAA0063	JOSD1	9929;	ENST00000216039;	202	23,198	reviewed
Q96JJ6	Junctophilin-4 (JP-4) (Junctophilin-like 1 protein)	JPH4 JPHL1 KIAA1831	JPH4	84502;	ENST00000356300;ENST00000397118;	628	65,861	reviewed
Q14695	Uncharacterized protein KIAA0087	KIAA0087 HA1002	KIAA0087			138	14,937	reviewed
Q9NZY2	Putative uncharacterized protein KIAA0125	KIAA0125 C14orf110 FAM30A HSPC053	KIAA0125			134	14,626	reviewed
O15063	Uncharacterized protein KIAA0355	KIAA0355	KIAA0355	9710;	ENST00000299505;	1070	116,020	reviewed
Q9ULG3	Uncharacterized protein KIAA1257	KIAA1257	KIAA1257	57501;	ENST00000265068;ENST00000515659;	409	46,740	reviewed
Q9HCM3	UPF0606 protein KIAA1549	KIAA1549	KIAA1549	57670;	ENST00000422774;ENST00000440172;	1950	210,755	reviewed
